Headline,Summary,Link,Date
Sysco Promotes Food as Medicine Approach in Foodservice,"At Sysco, we recognize that consumers believe eating right plays a central role in living a healthier lifestyle. More than ever, they are seeking specific health-promoting ingredients to prevent disease and improve their physical and mental health. ",https://www.csrwire.com/press_releases/794136-sysco-promotes-food-medicine-approach-foodservice,02-05-24
Can a ‘Food as Medicine’ Approach Help Manage Diabetes?,"“Olive oil is my favorite oil,” nutrition educator Alex Marapao says, her words wafting out along with the smell of herbs and greens sizzling in a pan.",https://www.csrwire.com/press_releases/794131-can-food-medicine-approach-help-manage-diabetes,02-05-24
Cadence’s 2023 Diversity in Technology Scholarship Awarded to 28 Students,"Over the past six years, Cadence’s Diversity in Technology Scholarship Program has directly supported students from underrepresented communities in their journeys to receive a bachelor’s, master’s, or PhD degree in a technical field.",https://www.csrwire.com/press_releases/794126-cadences-2023-diversity-technology-scholarship-awarded-28-students,02-05-24
Funding the Affordable Connectivity Program Is Critical for Our Country’s Future,"The impact is tremendous, and today more than 22 million Americans are online with the support of the Affordable Connectivity Program (ACP). Unfortunately, funding for the ACP may run out as soon as April – putting so much progress at risk.",https://www.csrwire.com/press_releases/794121-funding-affordable-connectivity-program-critical-our-countrys-future,02-05-24
Atlantic City Electric's Saundra Wilson: Fighting Food Insecurity in South Jersey,"Saundra Wilson, Senior Fleet Manager, received Exelon’s Powering Communities Employee Volunteer Award, the organization’s highest achievement for volunteerism and community involvement, for her work with Loving Our Cities.",https://www.csrwire.com/press_releases/794101-atlantic-city-electrics-saundra-wilson-fighting-food-insecurity-south-jersey,02-02-24
Job Gains Continue Among U.S. Small Businesses To Start 2024,"According to the Paychex Small Business Employment Watch, January marks the 34th consecutive month of job growth for U.S. small businesses.",https://www.csrwire.com/press_releases/794096-job-gains-continue-among-us-small-businesses-start-2024,02-02-24
Duke Energy Florida Donation Connects Pinellas County High School Students With Powerful Opportunity at St. Petersburg College,"Duke Energy Florida announced a $50,000 donation to St. Petersburg College’s (SPC) Promise Scholarship program to provide 2024 graduates of eight Pinellas County high schools with the opportunity to attend SPC at no cost to them.",https://www.csrwire.com/press_releases/794091-duke-energy-florida-donation-connects-pinellas-county-high-school-students,02-02-24
Making a Sustainable Impact in a Supply Chain Career,"As someone who started their career as a Design Engineer and later transitioned into Supply Chain at Schneider Electric, I’ve experienced firsthand the transformative power of embracing change.",https://www.csrwire.com/press_releases/794086-making-sustainable-impact-supply-chain-career,02-02-24
KeyBank Teammates Discuss Best Practices for Homebuying and Programs to Help Make Home Ownership Easier,"Recently, KeyBank Senior Mortgage Loan Officer, NMLS# 1097632, Raul Gongora and Corporate Responsibility Officer Mattie Jones-Hollowell appeared on “New Day Cleveland” on WJW-TV to discuss Key’s commitment to its hometown of Cleveland and ways banks can help make homebuying easy.",https://www.csrwire.com/press_releases/794081-keybank-teammates-discuss-best-practices-homebuying-and-programs-help-make,02-02-24
Eric Perry's Growth and How Principle Based Management Helped Guide Him,“Integrity is not just about doing the right thing when others are watching; it's about doing the right thing even when no one is.”,https://www.csrwire.com/press_releases/794076-eric-perrys-growth-and-how-principle-based-management-helped-guide-him,02-02-24
TCS goIT Monthly Challenge: Inviting K-12 Students To Make a Global Impact on Indigenous Peoples’ Health,"According to the United Nations Department of Economic and Social Affairs, Indigenous Peoples face greater health disparities, increased disabilities, diminished quality of life, and shorter lifespans compared to their non-indigenous counterparts.",https://www.csrwire.com/press_releases/794071-tcs-goit-monthly-challenge-inviting-k-12-students-make-global-impact,02-02-24
 Strength in Unity: How The Home Depot’s Homer Fund Helped a Store Associate Expand His Mobility ,"Stephen was paralyzed after a tree fell on his neck in 2010, requiring him to use a wheelchair.  He recently partnered with an organization that helped pay for a new power lift but still needed assistance for the remaining balance.",https://www.csrwire.com/press_releases/794066-strength-unity-how-home-depots-homer-fund-helped-store-associate-expand-his,02-02-24
How To Bring Ideas for Sustainable Solutions to Life – With Henkel and “The Do School”,"In this episode, Janine talks to Anna Rojan, Senior Program Designer at “the Do School”, and Aleksandra Zolkowska, Digital Marketing Specialist at Henkel, about how we can explore new opportunities, create impact and drive sustainable change.",https://www.csrwire.com/press_releases/794061-how-bring-ideas-sustainable-solutions-life-henkel-and-do-school,02-02-24
Employee Spotlight: Meet the Cybersecurity Expert Who Believes in the Importance of Living Life “Out Loud”,"Terri Oscar is an Army veteran, a military spouse and a mother. Her resume includes being stationed at the Pentagon as part of a cybersecurity incident response team. These experiences have shaped who she is today. ",https://www.csrwire.com/press_releases/794056-employee-spotlight-meet-cybersecurity-expert-who-believes-importance-living,02-02-24
"Lenovo Partners With Somos do Bem Indaiatuba To Help Create a More Accessible, Inclusive World","According to UNICEF, about 10% – approximately 236.4 million – children aged 0-17 years have moderate-to-severe disabilities globally. Lenovo believes every child, regardless of ability, should have access to enriching opportunities to learn, grow and feel empowered. ",https://www.csrwire.com/press_releases/794051-lenovo-partners-somos-do-bem-indaiatuba-help-create-more-accessible-inclusive,02-02-24
"Driving Sustainability Excellence: Insights From Dr. Yogendra Chaudhry, SSCI Benchmark Leader",Welcome to a unique knowledge-sharing experience where the Sustainable Supply Chain Initiative (SSCI) opens the doors to a dynamic series of webinars.,https://www.csrwire.com/press_releases/794046-driving-sustainability-excellence-insights-dr-yogendra-chaudhry-ssci,02-02-24
Mastercard: The Future of … Data for Good,"The Mastercard Newsroom spoke to Singh and Danil Mikhailov, the executive director of data.org, about tackling the challenges facing the nascent field of data for social impact, why diversity is crucial in developing the talent pipeline and where they’re seeing success.",https://www.csrwire.com/press_releases/794041-mastercard-future-data-good,02-02-24
MAC Cosmetics Marks 30 Years of VIVA GLAM With New MACximal Silky Matte VIVA GLAM Lipsticks & Expanded Mission,"Meet M·A·Cximal Silky Matte VIVA GLAM Lipstick – the lipstick that still gives back 100%, but even better! We have refreshed the existing VIVA GLAM lipsticks that you know and love, and added a new shade to expand M·A·C VIVA GLAM’s fundraising efforts.",https://www.csrwire.com/press_releases/794036-mac-cosmetics-marks-30-years-viva-glam-new-macximal-silky-matte-viva-glam,02-02-24
Bath & Body Works Celebrates Black History Month,"In celebration of Black History Month, Bath & Body Works is spotlighting perfumer Gwen Gonzalez and designer Katria Judkins and offering an exclusive candle collection they brought to life.",https://www.csrwire.com/press_releases/794031-bath-body-works-celebrates-black-history-month,02-02-24
Case IH Presents Autonomous and Automated Solutions at IGW's Agricultural Engineering Innovation Forum,"Case IH, a brand of CNH, recently capitalized on the Agricultural Engineering Innovation Forum at this year’s International Green Week in Berlin.",https://www.csrwire.com/press_releases/794026-case-ih-presents-autonomous-and-automated-solutions-igws-agricultural,02-02-24
